date,employment_level_thousands,average_weekly_hours,real_average_hourly_earnings_1982_84_dollars,job_openings_rate_pct,hires_rate_pct,quits_rate_pct,layoffs_discharges_rate_pct,business_application_intensity_per_10000_employees,high_propensity_application_share,planned_wage_application_share,node_id,node_name
2010-02-01,5317.0,31.6,9.250693802035153,2.9,2.9,1.3,1.7,37.872860635696824,0.27928688483885383,0.19431891542930924,N10,Other Services
2010-03-01,681.0,43.3,12.486600138944482,1.7,3.4,1.1,1.2,9.060205580029368,0.34035656401944897,0.19286871961102106,N01,Mining and Logging
2010-03-01,5537.0,37.3,11.580240438365239,1.5,7.5,1.5,4.7,33.734874480765754,0.6770705069864553,0.24846083837464533,N02,Construction
2010-03-01,11439.0,40.0,10.655477495134642,1.4,2.2,0.8,1.3,4.030946761080514,0.5222294513120798,0.27304272392105833,N03,Manufacturing
2010-03-01,24467.0,34.0,9.003786467175516,2.0,3.7,1.7,1.7,19.011321371643437,0.46372138019993553,0.20984628614425455,N04,"Trade, Transportation, and Utilities"
2010-03-01,2719.0,36.6,13.87144414845896,1.9,2.0,1.7,0.9,17.76756160353071,0.3475470916994411,0.17739598426826744,N05,Information
2010-03-01,7709.0,37.0,12.458995274967448,2.1,2.0,1.0,0.9,26.740173822804515,0.32245076161831765,0.12831085669933054,N06,Financial Activities
2010-03-01,16629.0,35.3,12.505003381595836,2.3,4.7,2.1,2.2,27.551867219917014,0.39780862580757814,0.19547756242360748,N07,Professional and Business Services
2010-03-01,19896.0,32.7,10.356424802050121,2.6,2.6,1.2,0.9,8.909328508242863,0.6185264583098273,0.2819587047275189,N08,Private Education and Health Services
2010-03-01,12943.0,25.7,6.022461157655979,1.8,5.2,2.8,2.0,15.060650544695974,0.6895295747191299,0.3628995023854717,N09,Leisure and Hospitality
2010-03-01,5328.0,31.5,9.25223024296881,2.5,3.2,1.6,1.2,37.88475975975976,0.27966311617537776,0.1918751548179341,N10,Other Services
2010-04-01,687.0,43.6,12.483728375413405,2.4,3.4,1.1,1.1,9.053857350800582,0.34726688102893893,0.2202572347266881,N01,Mining and Logging
2010-04-01,5553.0,38.1,11.545378858617408,1.5,6.5,1.1,4.7,34.75958941112912,0.6672365557973267,0.24272096155838774,N02,Construction
2010-04-01,11475.0,40.2,10.676025629821115,1.5,2.4,0.8,1.2,4.042701525054467,0.5281310627290364,0.2817417546885105,N03,Manufacturing
2010-04-01,24469.0,34.2,8.997115955161613,1.8,3.3,1.8,1.3,19.102129224733336,0.4630624077362487,0.20844654585909586,N04,"Trade, Transportation, and Utilities"
2010-04-01,2714.0,36.6,13.863654135407517,2.6,1.8,0.9,0.8,17.538688282977155,0.3329831932773109,0.1707983193277311,N05,Information
2010-04-01,7711.0,36.9,12.502127385546657,2.8,2.4,1.2,0.8,26.42199455323564,0.3174634337881614,0.12780995386276628,N06,Financial Activities
2010-04-01,16721.0,35.4,12.506727138079974,3.0,4.8,2.1,2.1,28.058728544943484,0.39194748172304283,0.18856704392863993,N07,Professional and Business Services
2010-04-01,19907.0,32.7,10.409239982888922,2.5,2.4,1.4,0.8,9.159089767418497,0.6235397356441617,0.2705533922009543,N08,Private Education and Health Services
2010-04-01,12979.0,25.7,6.007276808507703,2.1,5.2,2.8,1.9,15.343246783265274,0.6975494626895651,0.3607512302902481,N09,Leisure and Hospitality
2010-04-01,5335.0,31.6,9.259301849560494,3.6,2.9,1.5,1.0,37.77694470477976,0.27934901260295725,0.18710925870794878,N10,Other Services
2010-05-01,696.0,43.5,12.527037599521377,2.4,4.1,1.0,1.3,9.425287356321839,0.3307926829268293,0.18140243902439024,N01,Mining and Logging
2010-05-01,5520.0,37.7,11.574393667449032,1.4,5.6,1.1,5.0,36.11050724637681,0.6629207846285055,0.23729493804244217,N02,Construction
2010-05-01,11511.0,40.5,10.713792627364354,1.6,2.2,0.7,1.0,4.196855181999826,0.5261850548540675,0.2719933761126061,N03,Manufacturing
2010-05-01,24483.0,34.3,8.997192691794377,1.9,3.3,1.7,1.2,19.60135604296859,0.45901229422796413,0.20673056886851426,N04,"Trade, Transportation, and Utilities"
2010-05-01,2708.0,36.6,13.926089557733906,2.9,1.8,0.8,1.3,17.850812407680944,0.3303682250724038,0.16032271410839885,N05,Information
2010-05-01,7698.0,37.0,12.536241888720143,2.7,2.2,1.1,1.1,26.97064172512341,0.32256044697042674,0.1267218957711203,N06,Financial Activities
2010-05-01,16756.0,35.4,12.540844033319528,3.5,4.7,2.0,2.0,28.433396992122226,0.39392985328379826,0.18957664294859686,N07,Professional and Business Services
2010-05-01,19934.0,32.7,10.423857517603203,2.5,2.4,1.2,0.8,9.20286946924852,0.6214772417552467,0.2699373126192423,N08,Private Education and Health Services
2010-05-01,13012.0,25.8,6.019605135993373,2.3,4.9,2.7,1.8,15.697817399323702,0.6920591403113678,0.35474395378439244,N09,Leisure and Hospitality
2010-05-01,5328.0,31.7,9.268719223157992,2.2,3.2,1.9,1.4,38.76126126126126,0.28287817160565565,0.19247530505520047,N10,Other Services
2010-06-01,702.0,43.3,12.601347151690383,2.0,3.1,1.1,1.0,9.544159544159545,0.32238805970149254,0.1791044776119403,N01,Mining and Logging
2010-06-01,5516.0,37.7,11.565430780068048,1.3,5.1,1.1,4.1,34.764321972443796,0.6580100125156445,0.2358677513558615,N02,Construction
2010-06-01,11529.0,40.1,10.690656955142517,1.7,2.3,0.8,1.1,3.9344262295081966,0.5257936507936508,0.2724867724867725,N03,Manufacturing
2010-06-01,24505.0,34.2,9.000962251207417,1.9,3.5,1.7,1.4,19.117731075290756,0.4488131830601093,0.2028048155737705,N04,"Trade, Transportation, and Utilities"
2010-06-01,2701.0,36.6,14.019401562622294,2.1,1.9,1.0,0.9,17.326915957052943,0.3188034188034188,0.15982905982905982,N05,Information
2010-06-01,7688.0,37.1,12.513869769197832,2.5,2.4,1.4,0.6,26.157648283038505,0.3157135753356539,0.12093485827946296,N06,Financial Activities
2010-06-01,16818.0,35.3,12.559910496825491,3.4,5.2,2.2,2.2,27.472351052443813,0.3875722355691189,0.1847282643984157,N07,Professional and Business Services
2010-06-01,19964.0,32.7,10.455849244241456,2.3,2.5,1.3,0.9,9.077339210579042,0.624103299856528,0.265257697825847,N08,Private Education and Health Services
2010-06-01,13034.0,25.7,6.017523100935087,2.5,4.9,2.5,2.4,14.916372564063218,0.6867606213352536,0.35253574735109555,N09,Leisure and Hospitality
2010-06-01,5313.0,31.6,9.300226980787203,2.0,3.2,1.7,1.4,38.20628646715603,0.2776984087886103,0.1843933198679738,N10,Other Services
2010-07-01,709.0,43.7,12.66515015739528,1.6,3.4,1.1,1.0,9.18194640338505,0.3317972350230415,0.20583717357910905,N01,Mining and Logging
2010-07-01,5508.0,37.8,11.566829806300408,1.8,6.1,1.3,4.8,34.69862018881627,0.6593239849309335,0.23278568438677272,N02,Construction
2010-07-01,11546.0,40.2,10.725856483077136,1.8,2.4,0.7,1.3,4.065477221548589,0.5334469535577333,0.2750319556881125,N03,Manufacturing
2010-07-01,24526.0,34.4,9.002550492865513,1.9,3.5,1.7,1.4,19.432031313707903,0.46033278079691137,0.20306762626156655,N04,"Trade, Transportation, and Utilities"
2010-07-01,2703.0,36.6,14.03460398428345,3.5,2.0,1.0,1.0,18.102108768035517,0.331289597384018,0.1637032495401594,N05,Information
2010-07-01,7676.0,37.0,12.577835987224558,2.6,2.2,1.1,1.0,26.14773319437207,0.3274375965323103,0.1295401325295202,N06,Financial Activities
2010-07-01,16828.0,35.5,12.554858574021738,3.6,4.9,1.9,2.6,27.835155692892798,0.3906406780384706,0.18614034713178626,N07,Professional and Business Services
2010-07-01,19976.0,32.6,10.468509455205535,2.6,2.7,1.2,1.1,9.232078494193031,0.6194555904999458,0.26342045331308966,N08,Private Education and Health Services
2010-07-01,13048.0,25.8,6.010891293858138,2.4,5.1,2.6,2.5,15.097332924586144,0.6855677953195594,0.3443829636022133,N09,Leisure and Hospitality
2010-07-01,5326.0,31.7,9.246111072815424,2.9,2.8,1.3,1.1,38.8790837401427,0.2782633891920607,0.18641039262085285,N10,Other Services
2010-08-01,716.0,43.7,12.614547340115545,2.1,4.1,1.0,1.2,8.533519553072626,0.37152209492635024,0.2160392798690671,N01,Mining and Logging
2010-08-01,5524.0,38.0,11.549951129527402,0.9,6.1,1.4,4.5,34.592686459087616,0.6870061227693757,0.2365900884400021,N02,Construction
2010-08-01,11538.0,40.3,10.74232641804674,1.6,2.3,0.9,1.2,4.0639625585023404,0.5291106845809341,0.2650885050117296,N03,Manufacturing
2010-08-01,24537.0,34.4,8.98482491522235,1.8,3.2,1.6,1.1,19.578595590332966,0.46827643630308075,0.20512073272273107,N04,"Trade, Transportation, and Utilities"
2010-08-01,2701.0,36.6,14.092133459983572,3.0,2.1,0.9,0.9,17.80081451314328,0.3621048252911814,0.16971713810316139,N05,Information
2010-08-01,7674.0,37.1,12.55489324210845,3.0,2.1,1.0,0.6,26.56632786030753,0.3296218178250846,0.12812086133320252,N06,Financial Activities
2010-08-01,16888.0,35.4,12.568659572417781,3.7,5.2,2.3,2.4,27.70369493131217,0.4020647202154491,0.18281109733681017,N07,Professional and Business Services
2010-08-01,20012.0,32.7,10.489943695709036,2.4,2.3,1.2,0.9,8.9546272236658,0.6217075892857142,0.2734933035714286,N08,Private Education and Health Services
2010-08-01,13081.0,25.9,6.006708791637413,2.7,4.9,2.6,1.8,15.313813928598732,0.6951377795527156,0.3535343450479233,N09,Leisure and Hospitality
2010-08-01,5324.0,31.7,9.241796414329832,2.6,3.0,1.4,1.5,38.53117956423742,0.2961392219947353,0.18792044457443696,N10,Other Services
2010-09-01,722.0,43.2,12.731645859580803,2.2,3.2,0.9,1.2,8.822714681440443,0.3218210361067504,0.18838304552590268,N01,Mining and Logging
2010-09-01,5501.0,39.1,11.540487916618943,1.4,5.7,1.5,4.3,35.7407744046537,0.678398860688673,0.2383398606378109,N02,Construction
2010-09-01,11549.0,40.4,10.734165616767838,1.6,2.3,0.8,1.1,4.200363667850031,0.5244279529993816,0.2504638218923933,N03,Manufacturing
2010-09-01,24564.0,34.4,9.011567976176842,1.7,3.4,1.7,1.2,20.105438853606902,0.46052604936521757,0.20037661732844675,N04,"Trade, Transportation, and Utilities"
2010-09-01,2697.0,36.6,14.197686404764632,2.3,2.3,1.1,1.1,18.32406377456433,0.33650343990287335,0.16127074059085392,N05,Information
2010-09-01,7681.0,37.1,12.530065284618027,2.8,2.2,1.2,0.7,27.177450852753545,0.3258443113772455,0.13130538922155688,N06,Financial Activities
2010-09-01,16906.0,35.6,12.562134921543924,3.6,4.7,2.2,2.2,28.55672542292677,0.3927047516467128,0.18488752640954473,N07,Professional and Business Services
2010-09-01,20005.0,32.8,10.482189898064368,2.5,2.5,1.2,1.1,9.275681079730067,0.6174283250700582,0.2649816770855788,N08,Private Education and Health Services
2010-09-01,13137.0,25.8,5.997022105142595,2.4,5.1,2.7,1.8,15.64512445763873,0.6930375127718581,0.3489028365688707,N09,Leisure and Hospitality
2010-09-01,5332.0,31.9,9.231474057954415,2.1,2.8,1.4,0.9,40.0562640660165,0.28766738458657176,0.18255454630583387,N10,Other Services
2010-10-01,732.0,43.5,12.678339078229506,2.8,3.3,0.9,1.1,8.852459016393443,0.3549382716049383,0.2052469135802469,N01,Mining and Logging
2010-10-01,5508.0,38.2,11.555230899171365,1.2,6.5,1.5,4.4,34.83115468409586,0.6891842585353141,0.23831118060985146,N02,Construction
2010-10-01,11548.0,40.4,10.715182505079095,1.7,2.3,0.9,1.2,4.0145479736750955,0.527825711820535,0.26056945642795515,N03,Manufacturing
2010-10-01,24626.0,34.5,8.998561873673157,2.0,3.3,1.6,1.2,20.185170145374805,0.46443228454172364,0.19988734207773395,N04,"Trade, Transportation, and Utilities"
2010-10-01,2695.0,36.9,14.226036934736458,2.2,2.4,1.4,0.8,18.20779220779221,0.32586101487670677,0.15732626859588345,N05,Information
2010-10-01,7682.0,37.1,12.513981783733193,2.9,2.1,0.9,1.0,27.26503514709711,0.323943661971831,0.1244688469801862,N06,Financial Activities
2010-10-01,16975.0,35.8,12.541374666149247,3.7,4.8,2.1,2.1,28.127245949926362,0.39936329744900095,0.18414107988103715,N07,Professional and Business Services
2010-10-01,20073.0,32.8,10.496039445750679,3.0,2.5,1.2,0.7,9.310516614357594,0.611108138477179,0.26678795013109313,N08,Private Education and Health Services
2010-10-01,13127.0,25.9,5.980779327504736,3.1,5.0,2.8,2.0,15.741601279804982,0.6807491289198606,0.34910956252419667,N09,Leisure and Hospitality
2010-10-01,5357.0,31.7,9.249663295820303,2.0,3.6,1.5,1.5,40.4050774687325,0.2905520905520905,0.18341418341418342,N10,Other Services
2010-11-01,736.0,43.6,12.628079602896305,2.9,3.3,1.2,1.3,9.769021739130434,0.33101529902642557,0.19749652294853964,N01,Mining and Logging
2010-11-01,5506.0,38.2,11.52602577530853,1.6,6.1,1.3,4.5,35.81547402833273,0.6828093306288032,0.23255578093306287,N02,Construction
2010-11-01,11571.0,40.4,10.660776902409035,2.0,2.5,0.8,1.3,4.196698643159623,0.5294481054365733,0.28706754530477757,N03,Manufacturing
2010-11-01,24625.0,34.4,8.971264629536863,2.0,3.4,1.7,1.4,21.24507614213198,0.46297499808853887,0.20416316232127837,N04,"Trade, Transportation, and Utilities"
2010-11-01,2689.0,36.7,14.231066988478528,2.7,2.5,1.6,0.8,19.330606173298623,0.34109272797229706,0.17718353212774143,N05,Information
2010-11-01,7680.0,37.1,12.4869074183706,3.2,2.2,1.0,0.8,27.861979166666664,0.3261519768202636,0.1227217496962333,N06,Financial Activities
2010-11-01,17069.0,35.6,12.4869074183706,4.0,4.9,2.1,2.2,29.111254320698343,0.39686053531897764,0.18379955725498087,N07,Professional and Business Services
2010-11-01,20113.0,32.7,10.487727127829137,2.7,2.6,1.3,0.9,9.430219261174365,0.6259819686824485,0.26440660093847207,N08,Private Education and Health Services
2010-11-01,13126.0,25.9,5.961109340133886,2.4,5.0,2.8,2.0,16.340850220935547,0.6928994358711362,0.3458436290736165,N09,Leisure and Hospitality
2010-11-01,5347.0,31.7,9.276378705769844,2.4,3.1,1.6,1.5,40.834112586497106,0.29183841714756803,0.18168910872950444,N10,Other Services
2010-12-01,734.0,43.8,12.504989295692875,2.5,2.9,1.3,1.3,9.12806539509537,0.35074626865671643,0.21044776119402986,N01,Mining and Logging
2010-12-01,5467.0,38.0,11.498058710403134,0.8,6.9,1.6,5.5,33.811962685202126,0.672761698674601,0.2239112794157425,N02,Construction
2010-12-01,11579.0,40.4,10.645342719256865,1.7,2.4,0.9,1.1,3.7317557647465236,0.5246470724369359,0.2737792177736635,N03,Manufacturing
2010-12-01,24657.0,34.5,8.958053630392975,2.1,3.2,1.6,1.3,19.66257046680456,0.4536322758962089,0.19588713336908542,N04,"Trade, Transportation, and Utilities"
2010-12-01,2682.0,36.6,14.083421023984904,2.9,2.4,1.5,1.1,18.042505592841163,0.3343666046703864,0.1661500309981401,N05,Information
2010-12-01,7684.0,37.1,12.500453572335715,2.6,2.4,1.3,0.9,26.2116085372202,0.30926964897472814,0.11727322377240455,N06,Financial Activities
2010-12-01,17140.0,35.7,12.414274828549656,3.3,5.7,2.3,2.5,27.25962660443407,0.3822314491792051,0.17120047942127004,N07,Professional and Business Services
2010-12-01,20126.0,32.7,10.486592401756232,2.7,2.5,1.2,1.0,8.558084070356752,0.6106014862981886,0.2660822108685555,N08,Private Education and Health Services
2010-12-01,13157.0,25.8,5.941797597880909,2.6,5.1,2.9,1.7,15.34164323173976,0.6811989100817438,0.3359920733217736,N09,Leisure and Hospitality
2010-12-01,5338.0,31.7,9.221125585108311,1.9,2.8,1.8,0.7,38.01423754215062,0.2934654050857481,0.17726197516262568,N10,Other Services
2011-01-01,737.0,43.7,12.564029531572832,3.9,2.2,0.9,1.2,10.936227951153324,0.3027295285359802,0.1662531017369727,N01,Mining and Logging
2011-01-01,5427.0,37.6,11.510622233675576,1.2,5.2,1.3,4.5,36.28524046434494,0.6670729230144221,0.2227300426569165,N02,Construction
2011-01-01,11606.0,40.3,10.66970481990352,1.9,2.3,0.9,1.1,4.2219541616405305,0.5161224489795918,0.26612244897959186,N03,Manufacturing
2011-01-01,24675.0,34.4,8.96074362417321,2.2,3.3,1.5,1.4,20.964133738601824,0.4454367956078795,0.19662085097334184,N04,"Trade, Transportation, and Utilities"
2011-01-01,2678.0,36.6,14.236822236388214,3.1,2.3,1.0,0.9,19.611650485436893,0.3573876618431074,0.16260472201066262,N05,Information
2011-01-01,7680.0,37.1,12.487171488378612,3.0,1.9,1.1,0.9,27.178385416666664,0.31385042878359604,0.12183203181143104,N06,Financial Activities
2011-01-01,17150.0,35.7,12.47812936564988,3.1,5.0,2.2,2.5,28.913119533527695,0.406082361957004,0.18426572016294923,N07,Professional and Business Services
2011-01-01,20150.0,32.7,10.46173599714269,2.6,2.2,1.1,0.7,9.649131513647642,0.6210975672478527,0.2533045311937458,N08,Private Education and Health Services
2011-01-01,13149.0,25.8,5.958758878234254,2.7,4.9,2.9,1.9,16.051410753669483,0.6921728418459205,0.3359708139865441,N09,Leisure and Hospitality
2011-01-01,5327.0,31.7,9.2139230605777,2.1,3.1,1.6,1.5,41.436080345410176,0.2773977257282653,0.17170298554795452,N10,Other Services
2011-02-01,738.0,44.1,12.654462861314657,2.5,3.0,1.8,0.4,9.850948509485095,0.3466299862448418,0.18844566712517194,N01,Mining and Logging
2011-02-01,5451.0,37.8,11.464727036746613,0.9,6.3,1.3,4.4,36.46670335718217,0.6506690813965188,0.21757722104839522,N02,Construction
2011-02-01,11637.0,40.5,10.590451468692823,1.8,2.3,0.8,1.1,4.263985563289507,0.5314389359129383,0.24768238613462312,N03,Manufacturing
2011-02-01,24746.0,34.4,8.936538409539518,2.5,3.6,1.8,1.3,21.05714054796735,0.4422161664235818,0.19014354801565977,N04,"Trade, Transportation, and Utilities"
2011-02-01,2672.0,36.6,14.204724693327563,2.5,2.0,1.2,0.8,19.520958083832337,0.3270705521472393,0.14992331288343558,N05,Information
2011-02-01,7677.0,37.1,12.451666982126923,2.6,2.1,1.0,0.9,27.881985150449395,0.306610604998832,0.11614108853071713,N06,Financial Activities
2011-02-01,17229.0,35.7,12.43814725684774,3.4,5.3,2.4,2.2,29.901329154332814,0.3836015295921735,0.17654366519789583,N07,Professional and Business Services
2011-02-01,20167.0,32.7,10.464267366087121,2.8,2.4,1.2,0.8,9.654385877919374,0.661171032357473,0.25469953775038523,N08,Private Education and Health Services
2011-02-01,13188.0,25.9,5.930652822467981,2.9,5.1,2.8,1.8,16.653017895056113,0.6810855113377652,0.33020672069938983,N09,Leisure and Hospitality
2011-02-01,5337.0,31.7,9.18440003965786,2.5,3.8,1.8,1.7,41.52707513584411,0.2871452420701169,0.17506655236204485,N10,Other Services
2011-03-01,754.0,44.4,12.620715009459932,4.3,3.6,1.1,0.4,10.39787798408488,0.3469387755102041,0.2193877551020408,N01,Mining and Logging
2011-03-01,5477.0,37.9,11.360885198568905,1.2,6.9,1.5,4.4,36.46704400219098,0.643668953086667,0.21709307565213037,N02,Construction
2011-03-01,11659.0,40.4,10.549393398671127,1.8,2.3,1.0,1.0,3.8939874774852044,0.5259911894273128,0.26629955947136563,N03,Manufacturing
2011-03-01,24794.0,34.6,8.890542757996107,2.2,3.6,1.8,1.3,19.86287004920545,0.4489116309291748,0.19208901884340482,N04,"Trade, Transportation, and Utilities"
2011-03-01,2672.0,36.7,14.239215229145557,3.9,2.2,1.2,1.1,18.7125748502994,0.3234,0.1584,N05,Information
2011-03-01,7682.0,37.1,12.409996144293107,2.6,2.2,1.2,0.5,26.79640718562874,0.3064853048336167,0.11508379888268157,N06,Financial Activities
2011-03-01,17294.0,35.6,12.347228822754051,3.6,5.7,2.6,2.4,28.04209552445935,0.3917230287033982,0.18032415044539757,N07,Professional and Business Services
2011-03-01,20180.0,32.8,10.41040861526322,2.9,2.3,1.3,0.7,9.168483647175421,0.6184736785212409,0.25797211112312185,N08,Private Education and Health Services
2011-03-01,13247.0,25.8,5.909094984891009,2.9,5.8,2.9,2.2,15.751490903600816,0.6908367679478578,0.329914693760184,N09,Leisure and Hospitality
2011-03-01,5332.0,31.7,9.114711763492732,2.0,3.0,1.4,1.3,38.56339084771193,0.2910709074992705,0.18164575430405602,N10,Other Services
2011-04-01,767.0,44.4,12.59298594779846,3.3,4.6,1.0,1.1,11.016949152542372,0.32781065088757394,0.18579881656804734,N01,Mining and Logging
2011-04-01,5485.0,38.1,11.325654973604708,1.4,6.8,1.7,4.7,34.96080218778487,0.6582186065915728,0.2203796412181894,N02,Construction
2011-04-01,11689.0,40.4,10.535804331237477,1.9,2.3,0.9,1.0,4.138934040550946,0.5314179412980571,0.26725919801570897,N03,Manufacturing
2011-04-01,24891.0,34.7,8.8623919533408,2.4,3.5,1.6,1.2,20.00964203929131,0.4559691603421275,0.1944143275910533,N04,"Trade, Transportation, and Utilities"
2011-04-01,2674.0,36.7,14.132525335463402,3.4,2.7,1.5,0.7,18.885564697083023,0.340990099009901,0.1712871287128713,N05,Information
2011-04-01,7680.0,37.2,12.356476998389063,3.0,1.6,1.0,0.5,27.287760416666668,0.31626664121773157,0.11828983155986067,N06,Financial Activities
2011-04-01,17356.0,35.8,12.33416483335044,3.3,5.4,2.1,2.6,27.674003226549896,0.3972018071662052,0.1823405717141013,N07,Professional and Business Services
2011-04-01,20232.0,32.8,10.379619175967122,2.9,2.5,1.2,0.8,9.033214709371293,0.6190085357846355,0.2611074633398993,N08,Private Education and Health Services
2011-04-01,13298.0,26.0,5.890411570196302,2.4,5.1,2.8,1.7,15.866295683561438,0.6842978340205697,0.32774065121569745,N09,Leisure and Hospitality
2011-04-01,5341.0,31.8,9.107825768765647,1.9,3.2,1.2,1.9,39.36903201647632,0.2960954962667047,0.18228943739002235,N10,Other Services
2011-05-01,777.0,44.4,12.472976699910143,2.2,3.9,1.3,0.9,9.562419562419564,0.3351278600269179,0.23149394347240915,N01,Mining and Logging
2011-05-01,5516.0,38.5,11.276389420211204,1.9,7.1,1.5,4.9,30.239303843364755,0.6740407673860911,0.23201438848920863,N02,Construction
2011-05-01,11697.0,40.5,10.524630125530457,1.8,2.3,0.9,1.1,3.5932290330854064,0.522721865334285,0.28788960266476327,N03,Manufacturing
2011-05-01,24906.0,34.6,8.860973461562414,2.5,3.4,1.8,1.2,17.25568136192082,0.4796984433534216,0.21609232845475487,N04,"Trade, Transportation, and Utilities"
2011-05-01,2679.0,36.6,14.038771207174182,3.8,2.4,1.3,1.0,16.35684957073535,0.3797352806937471,0.20584208124144227,N05,Information
2011-05-01,7701.0,37.2,12.343976584254868,2.5,2.0,1.0,0.6,25.161667315932995,0.30680703927336533,0.12277442328533829,N06,Financial Activities
2011-05-01,17407.0,35.7,12.308390345453413,3.3,5.6,2.1,2.8,24.109266387085654,0.42147401529773393,0.20380298806204875,N07,Professional and Business Services
2011-05-01,20253.0,32.9,10.391181730024998,2.8,2.3,1.3,0.8,7.784031995259961,0.6198541071994925,0.29191246431969553,N08,Private Education and Health Services
2011-05-01,13293.0,25.8,5.893970801491063,2.3,4.9,2.8,2.2,13.777175957270744,0.7045975756252048,0.3639838375013651,N09,Leisure and Hospitality
2011-05-01,5345.0,31.7,9.101180573472238,2.0,3.1,1.5,1.6,32.954162768942936,0.307312365164074,0.2072783013511979,N10,Other Services
2011-06-01,788.0,45.0,12.406252502157415,1.8,4.1,1.4,1.1,10.291878172588833,0.3070283600493218,0.18618988902589395,N01,Mining and Logging
2011-06-01,5528.0,38.4,11.276389420211204,1.2,7.2,1.4,5.8,35.45767004341534,0.6654252334064589,0.22560073465639507,N02,Construction
2011-06-01,11710.0,40.4,10.524630125530457,1.7,2.2,0.9,0.9,4.164816396242528,0.5210170186590117,0.25630510559770353,N03,Manufacturing
2011-06-01,24962.0,34.5,8.883214860813322,2.6,3.5,1.7,1.3,20.31367678871885,0.45380322243477234,0.19468712406571084,N04,"Trade, Transportation, and Utilities"
2011-06-01,2685.0,36.6,14.020978087773456,3.4,2.6,1.2,0.9,19.87709497206704,0.33427018924489416,0.16020236087689713,N05,Information
2011-06-01,7690.0,37.2,12.379562823056322,2.7,2.1,1.2,0.8,29.13914174252276,0.34581399500178506,0.11665476615494466,N06,Financial Activities
2011-06-01,17424.0,35.7,12.35287314395523,3.8,4.9,2.1,2.5,28.56749311294766,0.3967976534876246,0.1830801992928319,N07,Professional and Business Services
2011-06-01,20284.0,32.8,10.395630009875182,3.0,2.5,1.2,0.9,9.249161901005719,0.604711902350621,0.2614999200469058,N08,Private Education and Health Services
